+10p	7.09460
+10p	7.09837
+10p	7.10214
+10p	7.10591
+10p	7.10968
+10p	7.11346
+10p	7.11723
+10p	7.12100
+10p	7.12477
+10p	7.12855
+10p	7.13232
+10p	7.13609
+10p	7.13986
+10p	7.14364
+10p	7.14741
+10p	7.15118
+10p	7.15495
+10p	7.15872
+10p	7.16250
+10p	7.16627
+10p	7.17004
+10p	7.17381
+10p	7.17758
+10p	7.18135
+10p	7.18512
+10p	7.18889
+10p	7.19266
+10p	7.19642
+10p	7.20019
+10p	7.20396
+10p	7.20772
+10p	7.21149
+10p	7.21525
+10p	7.21902
+10p	7.22278
+10p	7.22654
+10p	7.23030
+10p	7.23406
+10p	7.23782
+10p	7.24158
+10p	7.24534
+10p	7.24909
+10p	7.25285
+10p	7.25660
+10p	7.26035
+10p	7.26411
+10p	7.26786
+10p	7.27161
+10p	7.27535
+10p	7.27910
+10p	7.28284
+10p	7.28659
+10p	7.29033
+10p	7.29407
+10p	7.29781
+10p	7.30155
+10p	7.30529
+10p	7.30902
+10p	7.31275
+10p	7.31649
+10p	7.32022
+10p	7.32394
+10p	7.32767
+10p	7.33139
+10p	7.33512
+10p	7.33884
+10p	7.34256
+10p	7.34628
+10p	7.34999
+10p	7.35371
+10p	7.35742
+10p	7.36113
+10p	7.36484
+10p	7.36854
+10p	7.37224
+10p	7.37595
+10p	7.37965
+10p	7.38334
+10p	7.38704
+10p	7.39073
+10p	7.39442
+10p	7.39811
+10p	7.40180
+10p	7.40548
+10p	7.40917
+10p	7.41284
+10p	7.41652
+10p	7.42020
+10p	7.42387
+10p	7.42754
+10p	7.43121
+10p	7.43487
+10p	7.43853
+10p	7.44219
+10p	7.44585
+10p	7.44951
+10p	7.45316
+10p	7.45681
+10p	7.46046
+10p	7.46410
+10p	7.46774
+10p	7.47138
+10p	7.47502
+10p	7.47865
+10p	7.48228
+10p	7.48591
+10p	7.48954
+10p	7.49316
+10p	7.49678
+10p	7.50039
+10p	7.50401
+10p	7.50762
+10p	7.51123
+10p	7.51483
+10p	7.51843
+10p	7.52203
+10p	7.52563
+10p	7.52922
+10p	7.53281
+10p	7.53640
+10p	7.53998
+10p	7.54356
+10p	7.54714
+10p	7.55071
+10p	7.55428
+10p	7.55785
+10p	7.56142
+10p	7.56498
+10p	7.56854
+10p	7.57209
+10p	7.57564
+10p	7.57919
+10p	7.58273
+10p	7.58628
+10p	7.58981
+10p	7.59335
+10p	7.59688
+10p	7.60041
+10p	7.60393
+10p	7.60745
+10p	7.61097
+10p	7.61448
+10p	7.61800
+10p	7.62150
+10p	7.62501
+10p	7.62851
+10p	7.63200
+10p	7.63549
+10p	7.63898
+10p	7.64247
+10p	7.64595
+10p	7.64943
+10p	7.65290
+10p	7.65637
+10p	7.65984
+10p	7.66331
+10p	7.66677
+10p	7.67022
+10p	7.67367
+10p	7.67712
+10p	7.68057
+10p	7.68401
+10p	7.68744
+10p	7.69088
+10p	7.69431
+10p	7.69773
+10p	7.70115
+10p	7.70457
+10p	7.70799
+10p	7.71140
+10p	7.71480
+10p	7.71820
+10p	7.72160
+10p	7.72500
+10p	7.72839
+10p	7.73177
+10p	7.73516
+10p	7.73853
+10p	7.74191
+10p	7.74528
+10p	7.74864
+10p	7.75201
+10p	7.75536
+10p	7.75872
+10p	7.76207
+10p	7.76541
+10p	7.76876
+10p	7.77209
+10p	7.77543
+10p	7.77876
+10p	7.78208
+10p	7.78540
+10p	7.78872
+10p	7.79203
+10p	7.79534
+10p	7.79864
+10p	7.80194
+10p	7.80524
+10p	7.80853
+10p	7.81182
+10p	7.81510
+10p	7.81838
+10p	7.82165
+10p	7.82492
+10p	7.82819
+10p	7.83145
+10p	7.83470
+10p	7.83796
+10p	7.84120
+10p	7.84445
+10p	7.84769
+10p	7.85092
+10p	7.85415
+10p	7.85738
+10p	7.86060
+10p	7.86382
+10p	7.86703
+10p	7.87024
+10p	7.87344
+10p	7.87664
+10p	7.87984
+10p	7.88303
+10p	7.88621
+10p	7.88939
+10p	7.89257
+10p	7.89574
+10p	7.89891
+10p	7.90208
+10p	7.90523
+10p	7.90839
+10p	7.91154
+10p	7.91468
+10p	7.91782
+10p	7.92096
+10p	7.92409
+10p	7.92722
+10p	7.93034
+10p	7.93346
+10p	7.93657
+10p	7.93968
+10p	7.94279
+10p	7.94588
+10p	7.94898
+10p	7.95207
+10p	7.95515
+10p	7.95824
+10p	7.96131
+10p	7.96438
+10p	7.96745
+10p	7.97051
+10p	7.97357
+10p	7.97662
+10p	7.97967
+10p	7.98271
+10p	7.98575
+10p	7.98878
+10p	7.99181
+10p	7.99484
+10p	7.99786
+10p	8.00087
+10p	8.00388
+10p	8.00689
+10p	8.00989
+10p	8.01288
+10p	8.01587
+10p	8.01886
+10p	8.02184
+10p	8.02482
+10p	8.02779
+10p	8.03076
+10p	8.03372
+10p	8.03668
+10p	8.03963
+10p	8.04258
+10p	8.04552
+10p	8.04846
+10p	8.05139
+10p	8.05432
+10p	8.05724
+10p	8.06016
+10p	8.06308
+10p	8.06599
+10p	8.06889
+10p	8.07179
+10p	8.07468
+10p	8.07757
+10p	8.08046
+10p	8.08334
+10p	8.08621
+10p	8.08908
+10p	8.09195
+10p	8.09481
+10p	8.09766
+10p	8.10051
+10p	8.10336
+10p	8.10620
+10p	8.10904
+10p	8.11187
+10p	8.11469
+10p	8.11751
+10p	8.12033
+10p	8.12314
+10p	8.12595
+10p	8.12875
+10p	8.13155
+10p	8.13434
+10p	8.13712
+10p	8.13991
+10p	8.14268
+10p	8.14545
+10p	8.14822
+10p	8.15098
+10p	8.15374
+10p	8.15649
+10p	8.15924
+10p	8.16198
+10p	8.16472
+10p	8.16745
+10p	8.17018
+10p	8.17290
+10p	8.17561
+10p	8.17833
+10p	8.18103
+10p	8.18374
+10p	8.18643
+10p	8.18912
+10p	8.19181
+10p	8.19449
+10p	8.19717
+10p	8.19984
+10p	8.20251
+10p	8.20517
+10p	8.20783
+10p	8.21048
+10p	8.21313
+10p	8.21577
+10p	8.21841
+10p	8.22104
+10p	8.22367
+10p	8.22629
+10p	8.22891
+10p	8.23152
+10p	8.23413
+10p	8.23673
+10p	8.23933
+10p	8.24192
+10p	8.24450
+10p	8.24709
+10p	8.24966
+10p	8.25224
+10p	8.25480
+10p	8.25736
+10p	8.25992
+10p	8.26247
+10p	8.26502
+10p	8.26756
+10p	8.27010
+10p	8.27263
+10p	8.27516
+10p	8.27768
+10p	8.28020
+10p	8.28271
+10p	8.28521
+10p	8.28772
+10p	8.29021
+10p	8.29270
+10p	8.29519
+10p	8.29767
+10p	8.30015
+10p	8.30262
+10p	8.30509
+10p	8.30755
+10p	8.31000
+10p	8.31245
+10p	8.31490
+10p	8.31734
+10p	8.31978
+10p	8.32221
+10p	8.32464
+10p	8.32706
+10p	8.32947
+10p	8.33188
+10p	8.33429
+10p	8.33669
+10p	8.33909
+10p	8.34148
+10p	8.34386
+10p	8.34624
+10p	8.34862
+10p	8.35099
+10p	8.35336
+10p	8.35572
+10p	8.35807
+10p	8.36042
+10p	8.36277
+10p	8.36511
+10p	8.36745
+10p	8.36978
+10p	8.37210
+10p	8.37442
+10p	8.37674
+10p	8.37905
+10p	8.38136
+10p	8.38366
+10p	8.38595
+10p	8.38824
+10p	8.39053
+10p	8.39281
+10p	8.39508
+10p	8.39735
+10p	8.39962
+10p	8.40188
+10p	8.40414
+10p	8.40639
+10p	8.40863
+10p	8.41087
+10p	8.41311
+10p	8.41534
+10p	8.41756
+10p	8.41979
+10p	8.42200
+10p	8.42421
+10p	8.42642
+10p	8.42862
+10p	8.43081
+10p	8.43300
+10p	8.43519
+10p	8.43737
+10p	8.43955
+10p	8.44172
+10p	8.44388
+10p	8.44604
+10p	8.44820
+10p	8.45035
+10p	8.45250
+10p	8.45464
+10p	8.45677
+10p	8.45890
+10p	8.46103
+10p	8.46315
+10p	8.46527
+10p	8.46738
+10p	8.46948
+10p	8.47158
+10p	8.47368
+10p	8.47577
+10p	8.47786
+10p	8.47994
+10p	8.48202
+10p	8.48409
+10p	8.48615
+10p	8.48822
+10p	8.49027
+10p	8.49233
+10p	8.49437
+10p	8.49641
+10p	8.49845
+10p	8.50048
+10p	8.50251
+10p	8.50453
+10p	8.50655
+10p	8.50856
+10p	8.51057
+10p	8.51257
+10p	8.51457
+10p	8.51656
+10p	8.51855
+10p	8.52053
+10p	8.52251
+10p	8.52449
+10p	8.52645
+10p	8.52842
+10p	8.53038
+10p	8.53233
+10p	8.53428
+10p	8.53622
+10p	8.53816
+10p	8.54010
+10p	8.54203
+10p	8.54395
+10p	8.54587
+10p	8.54779
+10p	8.54970
+10p	8.55160
+10p	8.55350
+10p	8.55540
+10p	8.55729
+10p	8.55917
+10p	8.56105
+10p	8.56293
+10p	8.56480
+10p	8.56667
+10p	8.56853
+10p	8.57039
+10p	8.57224
+10p	8.57408
+10p	8.57593
+10p	8.57776
+10p	8.57960
+10p	8.58142
+10p	8.58325
+10p	8.58507
+10p	8.58688
+10p	8.58869
+10p	8.59049
+10p	8.59229
+10p	8.59409
+10p	8.59588
+10p	8.59766
+10p	8.59944
+10p	8.60122
+10p	8.60299
+10p	8.60475
+10p	8.60651
+10p	8.60827
+10p	8.61002
+10p	8.61177
+10p	8.61351
+10p	8.61525
+10p	8.61698
+10p	8.61871
+10p	8.62043
+10p	8.62215
+10p	8.62386
+10p	8.62557
+10p	8.62727
+10p	8.62897
+10p	8.63067
+10p	8.63236
+10p	8.63404
+10p	8.63572
+10p	8.63740
+10p	8.63907
+10p	8.64074
+10p	8.64240
+10p	8.64406
+10p	8.64571
+10p	8.64736
+10p	8.64900
+10p	8.65064
+10p	8.65227
+10p	8.65390
+10p	8.65553
+10p	8.65715
+10p	8.65876
+10p	8.66037
+10p	8.66198
+10p	8.66358
+10p	8.66518
+10p	8.66677
+10p	8.66836
+10p	8.66994
+10p	8.67152
+10p	8.67309
+10p	8.67466
+10p	8.67622
+10p	8.67778
+10p	8.67934
+10p	8.68089
+10p	8.68243
+10p	8.68398
+10p	8.68551
+10p	8.68704
+10p	8.68857
+10p	8.69009
+10p	8.69161
+10p	8.69313
+10p	8.69464
+10p	8.69614
+10p	8.69764
+10p	8.69914
+10p	8.70063
+10p	8.70211
+10p	8.70360
+10p	8.70507
+10p	8.70655
+10p	8.70801
+10p	8.70948
+10p	8.71094
+10p	8.71239
+10p	8.71384
+10p	8.71529
